10: [32, -21, -21, 47, -34, 14, 48, -7, -5, -19]
10: [32, -21, -21, 47, -34, 14, 48, -47, -7, -19]
10: [32, -21, -21, 47, -34, 14, 48, -47, -5, -7]
10: [-7, -21, -5, -21, -34, 14, 48, -47, -5, -19]
10: [32, -7, -5, -21, -34, 14, 48, -47, -5, -19]
10: [32, -21, -7, -21, -34, 14, 48, -47, -5, -19]
10: [32, -21, -5, -21, -7, 14, 48, -47, -5, -19]
10: [32, -21, -5, -21, -34, -7, 48, -47, -5, -19]
10: [32, -21, -5, -21, -34, 14, -7, -47, -5, -19]
10: [32, -21, -5, -21, -34, 14, 48, -7, -5, -19]
10: [32, -21, -5, -21, -34, 14, 48, -47, -7, -19]
10: [32, -21, -5, -21, -34, 14, 48, -47, -5, -7]
10: [-7, -21, -5, 47, -21, 14, 48, -47, -5, -19]
10: [32, -7, -5, 47, -21, 14, 48, -47, -5, -19]
10: [32, -21, -7, 47, -21, 14, 48, -47, -5, -19]
10: [32, -21, -5, -7, -21, 14, 48, -47, -5, -19]
10: [32, -21, -5, 47, -21, -7, 48, -47, -5, -19]
10: [32, -21, -5, 47, -21, 14, -7, -47, -5, -19]
10: [32, -21, -5, 47, -21, 14, 48, -7, -5, -19]
10: [32, -21, -5, 47, -21, 14, 48, -47, -7, -19]
10: [32, -21, -5, 47, -21, 14, 48, -47, -5, -7]
10: [-7, -21, -5, 47, -34, -21, 48, -47, -5, -19]
10: [32, -7, -5, 47, -34, -21, 48, -47, -5, -19]
10: [32, -21, -7, 47, -34, -21, 48, -47, -5, -19]
10: [32, -21, -5, -7, -34, -21, 48, -47, -5, -19]
10: [32, -21, -5, 47, -7, -21, 48, -47, -5, -19]
10: [32, -21, -5, 47, -34, -21, -7, -47, -5, -19]
10: [32, -21, -5, 47, -34, -21, 48, -7, -5, -19]
10: [32, -21, -5, 47, -34, -21, 48, -47, -7, -19]
10: [32, -21, -5, 47, -34, -21, 48, -47, -5, -7]
10: [-7, -21, -5, 47, -34, 14, -21, -47, -5, -19]
10: [32, -7, -5, 47, -34, 14, -21, -47, -5, -19]
10: [32, -21, -7, 47, -34, 14, -21, -47, -5, -19]
10: [32, -21, -5, -7, -34, 14, -21, -47, -5, -19]
10: [32, -21, -5, 47, -7, 14, -21, -47, -5, -19]
10: [32, -21, -5, 47, -34, -7, -21, -47, -5, -19]
10: [32, -21, -5, 47, -34, 14, -21, -7, -5, -19]
10: [32, -21, -5, 47, -34, 14, -21, -47, -7, -19]
10: [32, -21, -5, 47, -34, 14, -21, -47, -5, -7]
10: [-7, -21, -5, 47, -34, 14, 48, -21, -5, -19]
10: [32, -7, -5, 47, -34, 14, 48, -21, -5, -19]
10: [32, -21, -7, 47, -34, 14, 48, -21, -5, -19]
10: [32, -21, -5, -7, -34, 14, 48, -21, -5, -19]
10: [32, -21, -5, 47, -7, 14, 48, -21, -5, -19]
10: [32, -21, -5, 47, -34, -7, 48, -21, -5, -19]
10: [32, -21, -5, 47, -34, 14, -7, -21, -5, -19]
10: [32, -21, -5, 47, -34, 14, 48, -21, -7, -19]
10: [32, -21, -5, 47, -34, 14, 48, -21, -5, -7]
10: [-7, -21, -5, 47, -34, 14, 48, -47, -21, -19]
10: [32, -7, -5, 47, -34, 14, 48, -47, -21, -19]
10: [32, -21, -7, 47, -34, 14, 48, -47, -21, -19]
10: [32, -21, -5, -7, -34, 14, 48, -47, -21, -19]
10: [32, -21, -5, 47, -7, 14, 48, -47, -21, -19]
10: [32, -21, -5, 47, -34, -7, 48, -47, -21, -19]
10: [32, -21, -5, 47, -34, 14, -7, -47, -21, -19]
10: [32, -21, -5, 47, -34, 14, 48, -7, -21, -19]
10: [32, -21, -5, 47, -34, 14, 48, -47, -21, -7]
10: [-7, -21, -5, 47, -34, 14, 48, -47, -5, -21]
10: [32, -7, -5, 47, -34, 14, 48, -47, -5, -21]
10: [32, -21, -7, 47, -34, 14, 48, -47, -5, -21]
10: [32, -21, -5, -7, -34, 14, 48, -47, -5, -21]
10: [32, -21, -5, 47, -7, 14, 48, -47, -5, -21]
10: [32, -21, -5, 47, -34, -7, 48, -47, -5, -21]
10: [32, -21, -5, 47, -34, 14, -7, -47, -5, -21]
10: [32, -21, -5, 47, -34, 14, 48, -7, -5, -21]
10: [32, -21, -5, 47, -34, 14, 48, -47, -7, -21]
10: [9, -47, 30, 0, -28, -23, -4, 38, 43, 27]
10: [-44, -47, 30, 0, -28, -23, -4, 38, 43, 27]
10: [9, -44, 30, 0, -28, -23, -4, 38, 43, 27]
10: [9, -47, -44, 0, -28, -23, -4, 38, 43, 27]
10: [9, -47, 30, -44, -28, -23, -4, 38, 43, 27]
10: [9, -47, 30, 0, -44, -23, -4, 38, 43, 27]
10: [9, -47, 30, 0, -28, -44, -4, 38, 43, 27]
10: [9, -47, 30, 0, -28, -23, -44, 38, 43, 27]
10: [9, -47, 30, 0, -28, -23, -4, -44, 43, 27]
10: [9, -47, 30, 0, -28, -23, -4, 38, -44, 27]
10: [9, -47, 30, 0, -28, -23, -4, 38, 43, -44]
10: [-44, 13, 30, 0, -28, -23, -4, 38, 43, 27]
10: [-44, -47, 13, 0, -28, -23, -4, 38, 43, 27]
10: [-44, -47, 30, 13, -28, -23, -4, 38, 43, 27]
10: [-44, -47, 30, 0, 13, -23, -4, 38, 43, 27]
10: [-44, -47, 30, 0, -28, 13, -4, 38, 43, 27]
10: [-44, -47, 30, 0, -28, -23, 13, 38, 43, 27]
10: [-44, -47, 30, 0, -28, -23, -4, 13, 43, 27]
10: [-44, -47, 30, 0, -28, -23, -4, 38, 13, 27]
10: [-44, -47, 30, 0, -28, -23, -4, 38, 43, 13]
10: [13, -44, 30, 0, -28, -23, -4, 38, 43, 27]
10: [9, -44, 13, 0, -28, -23, -4, 38, 43, 27]
10: [9, -44, 30, 13, -28, -23, -4, 38, 43, 27]
10: [9, -44, 30, 0, 13, -23, -4, 38, 43, 27]
10: [9, -44, 30, 0, -28, 13, -4, 38, 43, 27]
10: [9, -44, 30, 0, -28, -23, 13, 38, 43, 27]
10: [9, -44, 30, 0, -28, -23, -4, 13, 43, 27]
10: [9, -44, 30, 0, -28, -23, -4, 38, 13, 27]
10: [9, -44, 30, 0, -28, -23, -4, 38, 43, 13]
10: [13, -47, -44, 0, -28, -23, -4, 38, 43, 27]
10: [9, 13, -44, 0, -28, -23, -4, 38, 43, 27]
10: [9, -47, -44, 13, -28, -23, -4, 38, 43, 27]
10: [9, -47, -44, 0, 13, -23, -4, 38, 43, 27]
10: [9, -47, -44, 0, -28, 13, -4, 38, 43, 27]
10: [9, -47, -44, 0, -28, -23, 13, 38, 43, 27]
10: [9, -47, -44, 0, -28, -23, -4, 13, 43, 27]
10: [9, -47, -44, 0, -28, -23, -4, 38, 13, 27]
10: [9, -47, -44, 0, -28, -23, -4, 38, 43, 13]
10: [13, -47, 30, -44, -28, -23, -4, 38, 43, 27]
10: [9, 13, 30, -44, -28, -23, -4, 38, 43, 27]
10: [9, -47, 13, -44, -28, -23, -4, 38, 43, 27]
10: [9, -47, 30, -44, 13, -23, -4, 38, 43, 27]
10: [9, -47, 30, -44, -28, 13, -4, 38, 43, 27]
10: [9, -47, 30, -44, -28, -23, 13, 38, 43, 27]
10: [9, -47, 30, -44, -28, -23, -4, 13, 43, 27]
10: [9, -47, 30, -44, -28, -23, -4, 38, 13, 27]
10: [9, -47, 30, -44, -28, -23, -4, 38, 43, 13]
10: [13, -47, 30, 0, -44, -23, -4, 38, 43, 27]
10: [9, 13, 30, 0, -44, -23, -4, 38, 43, 27]
10: [9, -47, 13, 0, -44, -23, -4, 38, 43, 27]
10: [9, -47, 30, 13, -44, -23, -4, 38, 43, 27]
10: [9, -47, 30, 0, -44, 13, -4, 38, 43, 27]
10: [9, -47, 30, 0, -44, -23, 13, 38, 43, 27]
10: [9, -47, 30, 0, -44, -23, -4, 13, 43, 27]
10: [9, -47, 30, 0, -44, -23, -4, 38, 13, 27]
10: [9, -47, 30, 0, -44, -23, -4, 38, 43, 13]
10: [13, -47, 30, 0, -28, -44, -4, 38, 43, 27]
10: [9, 13, 30, 0, -28, -44, -4, 38, 43, 27]
10: [9, -47, 13, 0, -28, -44, -4, 38, 43, 27]
10: [9, -47, 30, 13, -28, -44, -4, 38, 43, 27]
10: [9, -47, 30, 0, 13, -44, -4, 38, 43, 27]
10: [9, -47, 30, 0, -28, -44, 13, 38, 43, 27]
10: [9, -47, 30, 0, -28, -44, -4, 13, 43, 27]
10: [9, -47, 30, 0, -28, -44, -4, 38, 13, 27]
10: [9, -47, 30, 0, -28, -44, -4, 38, 43, 13]
10: [13, -47, 30, 0, -28, -23, -44, 38, 43, 27]
10: [9, 13, 30, 0, -28, -23, -44, 38, 43, 27]
10: [9, -47, 13, 0, -28, -23, -44, 38, 43, 27]
10: [9, -47, 30, 13, -28, -23, -44, 38, 43, 27]
10: [9, -47, 30, 0, 13, -23, -44, 38, 43, 27]
10: [9, -47, 30, 0, -28, 13, -44, 38, 43, 27]
10: [9, -47, 30, 0, -28, -23, -44, 13, 43, 27]
10: [9, -47, 30, 0, -28, -23, -44, 38, 13, 27]
10: [9, -47, 30, 0, -28, -23, -44, 38, 43, 13]
10: [13, -47, 30, 0, -28, -23, -4, -44, 43, 27]
10: [9, 13, 30, 0, -28, -23, -4, -44, 43, 27]
10: [9, -47, 13, 0, -28, -23, -4, -44, 43, 27]
10: [9, -47, 30, 13, -28, -23, -4, -44, 43, 27]
10: [9, -47, 30, 0, 13, -23, -4, -44, 43, 27]
10: [9, -47, 30, 0, -28, 13, -4, -44, 43, 27]
10: [9, -47, 30, 0, -28, -23, 13, -44, 43, 27]
10: [9, -47, 30, 0, -28, -23, -4, -44, 13, 27]
10: [9, -47, 30, 0, -28, -23, -4, -44, 43, 13]
10: [13, -47, 30, 0, -28, -23, -4, 38, -44, 27]
10: [9, 13, 30, 0, -28, -23, -4, 38, -44, 27]
10: [9, -47, 13, 0, -28, -23, -4, 38, -44, 27]
10: [9, -47, 30, 13, -28, -23, -4, 38, -44, 27]
10: [9, -47, 30, 0, 13, -23, -4, 38, -44, 27]
10: [9, -47, 30, 0, -28, 13, -4, 38, -44, 27]
10: [9, -47, 30, 0, -28, -23, 13, 38, -44, 27]
10: [9, -47, 30, 0, -28, -23, -4, 13, -44, 27]
10: [9, -47, 30, 0, -28, -23, -4, 38, -44, 13]
10: [13, -47, 30, 0, -28, -23, -4, 38, 43, -44]
10: [9, 13, 30, 0, -28, -23, -4, 38, 43, -44]
10: [9, -47, 13, 0, -28, -23, -4, 38, 43, -44]
10: [9, -47, 30, 13, -28, -23, -4, 38, 43, -44]
10: [9, -47, 30, 0, 13, -23, -4, 38, 43, -44]
10: [9, -47, 30, 0, -28, 13, -4, 38, 43, -44]
10: [9, -47, 30, 0, -28, -23, 13, 38, 43, -44]
10: [9, -47, 30, 0, -28, -23, -4, 13, 43, -44]
10: [9, -47, 30, 0, -28, -23, -4, 38, 13, -44]
